return_basis,country,event_type,strategy,n_trades,calendar_days,active_days,average_active_positions,cumulative_gross_return,cumulative_net_return,average_daily_net_return,volatility_daily_net,sharpe_daily_net,hit_rate_daily_net,max_drawdown_net,turnover
raw,USA,deletion,announce_d-5_to_d+0,176,2154,150,0.49025069637883,-0.2108891297068188,-0.2496565315999745,-7.884872063612548e-05,0.0101747493928485,-0.1230187189546437,0.0315691736304549,-0.4080515364806805,352.0
raw,Korea,inclusion,effective_d+1_to_d+5,53,2154,114,0.1118848653667595,-0.1206217149066861,-0.1634893786857113,-6.0346803257881266e-05,0.0066171270147778,-0.1447721648517796,0.0204271123491179,-0.2864507417839315,106.0
raw,USA,inclusion,announce_d-3_to_d+0,170,2219,112,0.3064443442992339,-0.0619775658939862,-0.112984076964871,-4.41362658927231e-05,0.0044286252689216,-0.1582074475851079,0.0189274447949526,-0.2312545269440242,340.0
raw,Korea,inclusion,effective_d-5_to_d-1,53,2154,124,0.1211699164345403,-0.1419614724546695,-0.1836829820626015,-7.266876097787149e-05,0.0064028080825691,-0.1801679517654661,0.0232126276694521,-0.276373550725364,106.0
raw,Korea,inclusion,confirmed_flow_momentum_top20_effective_d-5_to_d-1,25,2154,124,0.0575673166202414,-0.2344112108654973,-0.2715607137629853,-0.0001070632507907,0.0088135852250795,-0.1928359882472335,0.022284122562674,-0.3489262591400132,50.0
raw,USA,deletion,effective_d+1_to_d+5,176,2154,116,0.3885793871866295,-0.1839412065659886,-0.2238804055022542,-9.25014981754181e-05,0.0069249251901191,-0.2120478879011612,0.0204271123491179,-0.4335230066686493,352.0
raw,USA,deletion,announce_d+0_to_d+5,176,2154,147,0.4818941504178273,-0.2071081468876049,-0.2457857453622915,-0.0001015043653742,0.0075956657406298,-0.2121383301514598,0.0273909006499535,-0.369577332347403,352.0
raw,USA,deletion,announce_d+0_to_d+3,176,2152,100,0.3271375464684015,-0.1601850900023972,-0.2012981129322602,-8.68197672329111e-05,0.0058755630921717,-0.2345683394555044,0.016263940520446,-0.3803840797799068,352.0
raw,India,deletion,effective_d-3_to_d+0,32,2153,66,0.0580585229911751,-0.0872692584623506,-0.1177380435407671,-5.2536039012589125e-05,0.0033518238881733,-0.248814911641643,0.0097538318625174,-0.2406765954397648,64.0
raw,Korea,deletion,announce_d-5_to_d+0,78,2091,130,0.2109038737446198,-0.1611466889476228,-0.1988016329163001,-9.27791659825231e-05,0.0050862494925383,-0.2895696725823422,0.0234337637494022,-0.3613720241418402,156.0
raw,USA,deletion,announce_d-3_to_d+0,176,2152,100,0.3271375464684015,-0.3103125009725354,-0.3441954361367022,-0.0001608750476998,0.0081696429567039,-0.3125977749273755,0.016263940520446,-0.3837130128843203,352.0
raw,India,inclusion,effective_d-10_to_d-1,112,2225,236,0.4710112359550562,-0.184991561336873,-0.2248445026038594,-0.0001023618368316,0.0049095993513395,-0.3309727877406515,0.0453932584269662,-0.3620874345575461,224.0
raw,USA,deletion,effective_d-1_to_d+1,176,2152,72,0.2360594795539033,-0.2040487953067598,-0.243143943501722,-0.0001181788777489,0.0047317349457557,-0.3964785741327444,0.0097583643122676,-0.2956777374656317,352.0
