strategy,anchor,entry_offset,exit_offset,event_id,country,event_type,change_type,security_name,ticker,side,signal_bucket,announce_date,effective_date,entry_target_date,exit_target_date,entry_date,exit_date,entry_px,exit_px,security_return,gross_return,net_return,transaction_cost_bps,holding_days,turnover,benchmark_ticker,beta_lookback_days,estimated_beta,benchmark_return,beta_hedged_gross_return,beta_hedged_net_return,beta_hedge_turnover,beta_hedge_round_trip_cost,beta_hedge_available,volatility_20d,dollar_adv20,basket_size,low_vol_rank_pct,liquidity_rank_pct
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,644,Korea,deletion,DEMOTION,KEPCO PLANT SVCS & ENGR,051600.KS,-1.0,lower_volatility_deletion_half,2018-11-13,2018-11-30,2018-11-12,2018-11-14,2018-11-12,2018-11-14,19408.251953125,18638.9140625,-0.03963973120727782,0.03963973120727782,0.037639731207277816,10.0,2,2.0,^KS11,60,0.7720655924769141,-0.005955419491586067,0.035041756729057856,0.03149762554410403,3.5441311849538284,0.003544131184953828,True,0.021936548846386524,4682979035.169531,4,0.75,0.75
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,621,Korea,deletion,DEMOTION,DONGSUH COMPANIES,026960.KS,-1.0,lower_volatility_deletion_half,2018-11-13,2018-11-30,2018-11-12,2018-11-14,2018-11-12,2018-11-14,13535.779296875,12699.298828125,-0.061797732543047434,0.061797732543047434,0.05979773254304743,10.0,2,2.0,^KS11,60,0.5654681345172737,-0.005955419491586067,0.05843013259287245,0.0552991963238379,3.1309362690345477,0.0031309362690345476,True,0.020594439224534734,1856689832.8095214,4,1.0,0.5
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,692,USA,deletion,DEMOTION,AVNET,AVT,-1.0,lower_volatility_deletion_half,2018-11-13,2018-11-30,2018-11-12,2018-11-14,2018-11-12,2018-11-14,35.75803756713867,35.047218322753906,-0.019878586542959598,0.019878586542959598,0.017878586542959596,10.0,2,2.0,SPY,60,,,,,,,False,0.01936849360977922,37172073.31226349,5,0.6,0.4
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,779,USA,deletion,DEL,TOLL BROTHERS,TOL,-1.0,lower_volatility_deletion_half,2018-11-13,2018-11-30,2018-11-12,2018-11-14,2018-11-12,2018-11-14,29.431726455688477,29.29367446899414,-0.004690584050588531,0.004690584050588531,0.002690584050588531,10.0,2,2.0,SPY,60,,,,,,,False,0.01739134151217492,131124756.66166306,5,0.8,0.8
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,694,USA,deletion,DEL,AXIS CAPITAL HOLDINGS,AXS,-1.0,lower_volatility_deletion_half,2018-11-13,2018-11-30,2018-11-12,2018-11-14,2018-11-12,2018-11-14,45.53553771972656,43.560691833496094,-0.043369332726138854,0.043369332726138854,0.04136933272613885,10.0,2,2.0,SPY,60,,,,,,,False,0.013740978223151495,21245347.117004395,5,1.0,0.2
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,784,USA,deletion,DEMOTION,ANTERO RESOURCES,AR,-1.0,lower_volatility_deletion_half,2019-02-11,2019-02-28,2019-02-08,2019-02-12,2019-02-08,2019-02-12,8.829999923706055,9.270000457763672,0.04983018548803608,-0.04983018548803608,-0.051830185488036085,10.0,4,2.0,SPY,60,,,,,,,False,0.03137269658416249,44161317.17889786,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,817,Indonesia,deletion,DEMOTION,TOWER BERSAMA INFRA,TBIG.JK,-1.0,lower_volatility_deletion_half,2019-05-13,2019-05-28,2019-05-10,2019-05-14,2019-05-10,2019-05-14,605.1378784179688,536.0733032226562,-0.11413031254277162,0.11413031254277162,0.11213031254277162,10.0,4,2.0,^JKSE,60,1.5962968067610326,-0.0222118523083098,0.07867360363076902,0.07348101001724695,5.192593613522066,0.005192593613522065,True,0.023423644275644275,8016295934.30481,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,830,Korea,deletion,DEL,KT CORP,058850.KS,-1.0,lower_volatility_deletion_half,2019-05-13,2019-05-28,2019-05-10,2019-05-14,2019-05-10,2019-05-14,1756.865234375,1733.74853515625,-0.013157923992373699,0.013157923992373699,0.011157923992373699,10.0,4,2.0,^KS11,60,0.6980580456109404,-0.012428583274692873,0.00448205144192877,0.0010859353507068894,3.396116091221881,0.003396116091221881,True,0.010111781902802479,279008185.56985474,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,917,USA,deletion,DEMOTION,GOODYEAR TIRE & RUBBER,GT,-1.0,lower_volatility_deletion_half,2019-05-13,2019-05-28,2019-05-10,2019-05-14,2019-05-10,2019-05-14,16.667036056518555,16.07696533203125,-0.035403458808533905,0.035403458808533905,0.033403458808533903,10.0,4,2.0,SPY,60,,,,,,,False,0.01624797691664411,48060230.83936691,3,0.6666666666666666,0.3333333333333333
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,944,USA,deletion,DEMOTION,MATTEL,MAT,-1.0,lower_volatility_deletion_half,2019-05-13,2019-05-28,2019-05-10,2019-05-14,2019-05-10,2019-05-14,11.380000114440918,11.31999969482422,-0.005272444553015343,0.005272444553015343,0.003272444553015343,10.0,4,2.0,SPY,60,,,,,,,False,0.013708116821292023,79575442.0018673,3,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,983,USA,deletion,DEMOTION,CHEMOURS CO,CC,-1.0,lower_volatility_deletion_half,2019-08-07,2019-08-27,2019-08-06,2019-08-08,2019-08-06,2019-08-08,10.66538143157959,11.053628921508787,0.03640258835747012,-0.03640258835747012,-0.038402588357470124,10.0,2,2.0,SPY,60,1.9698273483608593,0.0202224990466624,0.0034322433168468766,-0.002507411379874842,5.9396546967217185,0.0059396546967217185,True,0.049973350885004986,46545799.7517395,2,0.5,0.5
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,984,USA,deletion,DEMOTION,COMMSCOPE HOLDING CO,COMM,-1.0,lower_volatility_deletion_half,2019-08-07,2019-08-27,2019-08-06,2019-08-08,2019-08-06,2019-08-08,13.289999961853027,12.949999809265137,-0.025583156776810445,0.025583156776810445,0.023583156776810443,10.0,2,2.0,SPY,60,1.419177479782964,0.0202224990466624,0.05428247200876618,0.04944411704920025,4.838354959565928,0.004838354959565927,True,0.01681758956406136,47893713.61681285,2,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1027,India,deletion,DEMOTION,YES BANK,YESBANK.BO,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,68.75,69.0,0.0036363636363636598,-0.0036363636363636598,-0.00563636363636366,10.0,2,2.0,^NSEI,60,1.6507742021483969,-0.004838640571245056,-0.011623866664843581,-0.016925415069140377,5.301548404296794,0.0053015484042967945,True,0.07447905912820096,1433377227.6795902,4,0.5,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1005,India,deletion,DEMOTION,INDIABULLS HOUSING FIN,IBULLSLTD.NS,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,57.43782424926758,63.29349899291992,0.10194805984014987,-0.10194805984014987,-0.10394805984014988,10.0,2,2.0,^NSEI,60,0.557064318075845,-0.004838640571245056,-0.10464349385038461,-0.10775762248653631,3.11412863615169,0.00311412863615169,True,0.0482400040848451,14660355.30388317,4,0.75,0.25
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1000,India,deletion,DEMOTION,GLENMARK PHARMACEUTICALS,GLENMARK.NS,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,294.4518737792969,279.9394226074219,-0.049286326439724526,0.049286326439724526,0.047286326439724524,10.0,2,2.0,^NSEI,60,0.2119514755881347,-0.004838640571245056,0.04826076943080852,0.045836866479632254,2.4239029511762693,0.0024239029511762696,True,0.018649581164484674,439078196.5634613,4,1.0,0.5
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1037,Indonesia,deletion,DEMOTION,SURYA CITRA MEDIA,SCMA.JK,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,184.3960876464844,170.60267639160156,-0.07480316654725849,0.07480316654725849,0.07280316654725849,10.0,2,2.0,^JKSE,60,1.4201101423619131,-0.006362492354831328,0.06576772662346239,0.060927506338738564,4.840220284723826,0.004840220284723826,True,0.036518781875633746,17160511827.31018,1,1.0,1.0
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1049,Korea,deletion,DEL,HANMI SCIENCE CO,008930.KS,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,39170.17578125,37129.59375,-0.05209529930745904,0.05209529930745904,0.05009529930745904,10.0,2,2.0,^KS11,60,1.056577793882305,-0.0032273498543342605,0.04868535311828017,0.04457219753051556,4.11315558776461,0.00411315558776461,True,0.02081360948441831,6535048515.434375,3,0.6666666666666666,0.3333333333333333
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1040,Korea,deletion,DEMOTION,CELLTRION PHARM,068760.KQ,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,31028.619140625,29536.490234375,-0.0480887950407175,0.0480887950407175,0.0460887950407175,10.0,2,2.0,^KS11,60,1.5322330405839997,-0.0032273498543342605,0.04314374296038259,0.03807927687921459,5.064466081168,0.0050644660811679995,True,0.01806662163765129,7442177611.615625,3,1.0,0.6666666666666666
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1117,USA,deletion,DEL,L BRANDS,BBWI,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,12.702593803405762,12.56105899810791,-0.011142197214863647,0.011142197214863647,0.009142197214863647,10.0,2,2.0,SPY,60,,,,,,,False,0.022687107590477772,64096424.00363064,7,0.5714285714285714,0.8571428571428571
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1118,USA,deletion,DEL,MACERICH CO,MAC,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,20.587711334228516,20.194589614868164,-0.019094969468838374,0.019094969468838374,0.017094969468838372,10.0,2,2.0,SPY,60,,,,,,,False,0.020796802619381934,42884885.98325729,7,0.7142857142857143,0.5714285714285714
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1081,USA,deletion,DEMOTION,ALKERMES,ALKS,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,19.700000762939453,20.11000061035156,0.020812174189526855,-0.020812174189526855,-0.022812174189526857,10.0,2,2.0,SPY,60,,,,,,,False,0.016896464896459816,27011317.051792145,7,0.8571428571428571,0.14285714285714285
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1102,USA,deletion,DEMOTION,BLOCK (H&R),HRB,-1.0,lower_volatility_deletion_half,2019-11-07,2019-11-26,2019-11-06,2019-11-08,2019-11-06,2019-11-08,19.729612350463867,19.17982292175293,-0.027866205323492377,0.027866205323492377,0.025866205323492375,10.0,2,2.0,SPY,60,,,,,,,False,0.006776045615831465,40394031.336250305,7,1.0,0.42857142857142855
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1174,India,deletion,DEMOTION,M & M FINANCIAL SVCS,NAHARCAP.NS,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,52.54829406738281,52.3554573059082,-0.0036697054566097176,0.0036697054566097176,0.0016697054566097175,10.0,2,2.0,^NSEI,60,0.6698486173244437,0.01562360445964095,0.01413515530152422,0.010795458066875332,3.339697234648887,0.003339697234648887,True,0.03802607151332541,107482.72446575164,4,0.5,0.25
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1196,India,deletion,DEMOTION,TATA POWER CO,TATAPOWER.NS,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,25.251352310180664,28.02622413635254,0.10989002854524821,-0.10989002854524821,-0.11189002854524821,10.0,2,2.0,^NSEI,60,0.8507914276847669,0.01562360445964095,-0.09659759980144819,-0.10029918265681773,3.7015828553695336,0.0037015828553695336,True,0.02339662931702954,442916756.0710827,4,0.75,0.75
developed_low_vol_deletion_announce_d-1_to_d+1,announce,-1,1,1190,India,deletion,DEMOTION,SHRIRAM TRANSPORT FIN,SHRIPISTON.NS,-1.0,lower_volatility_deletion_half,2020-05-12,2020-05-29,2020-05-11,2020-05-13,2020-05-11,2020-05-13,265.24249267578125,256.1457214355469,-0.034296055464061004,0.034296055464061004,0.032296055464061,10.0,2,2.0,^NSEI,60,0.23197415121664106,0.01562360445964095,0.037920327847530744,0.03545637954509746,2.4639483024332822,0.002463948302433282,True,0.020858255194896987,116308.39453430175,4,1.0,0.5
