Date,announce_date,effective_date,Country,Security_Name,Change_Type,from,to,source_file,flags
2023-11-01,2023-11-14,2023-11-30,USA,NEWPARK RESOURCES,PROMOTION,micro_cap,small_cap,MSCI_Nov23_MicroPublicList.pdf;MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,NEXTNAV,PROMOTION,micro_cap,small_cap,MSCI_Nov23_MicroPublicList.pdf;MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,NURIX THERAPEUTICS,DEL,small_cap,none,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,NUTEX HEALTH,DEL,small_cap,none,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,NUVATION BIO A,DEL,small_cap,none,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,NUVVE HOLDING,DEL,micro_cap,none,MSCI_Nov23_MicroPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,OFFICE PPTYS INCOME,DEL,small_cap,none,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,OLEMA PHARMACEUTICALS,PROMOTION,micro_cap,small_cap,MSCI_Nov23_MicroPublicList.pdf;MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,ON24,DEL,small_cap,none,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,ONTRAK,DEL,micro_cap,none,MSCI_Nov23_MicroPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,PETIO A,DEL,micro_cap,none,MSCI_Nov23_MicroPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,PETIQ A,ADD,none,small_cap,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,SEALED AIR CORP,DEMOTION,standard,small_cap,MSCI_Nov23_SCPublicList.pdf;MSCI_Nov23_STPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,SENSATA TECH HLDG,DEMOTION,standard,small_cap,MSCI_Nov23_SCPublicList.pdf;MSCI_Nov23_STPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,SOLAREDGE TECHNOLOGIES,DEMOTION,standard,small_cap,MSCI_Nov23_SCPublicList.pdf;MSCI_Nov23_STPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,SOLENO THERAPEUTICS,ADD,none,small_cap,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,TABOOLA.COM (US),ADD,none,small_cap,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,VERTIV HOLDINGS A,ADD,none,standard,MSCI_Nov23_STPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,WAVE LIFE SCIENCES,ADD,none,small_cap,MSCI_Nov23_SCPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,WEBSTER FINANCIAL CORP,DEMOTION,standard,small_cap,MSCI_Nov23_SCPublicList.pdf;MSCI_Nov23_STPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,WHIRLPOOL CORP,DEMOTION,standard,small_cap,MSCI_Nov23_SCPublicList.pdf;MSCI_Nov23_STPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,WOLFSPEED,DEMOTION,standard,small_cap,MSCI_Nov23_SCPublicList.pdf;MSCI_Nov23_STPublicList.pdf,
2023-11-01,2023-11-14,2023-11-30,USA,ZOOMINFO TECH A,DEMOTION,standard,small_cap,MSCI_Nov23_SCPublicList.pdf;MSCI_Nov23_STPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,22ND CENTURY GROUP,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ACELYRIN,DEL,small_cap,none,MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ACLARIS THERAPEUTICS,DEL,small_cap,none,MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ACUTUS MEDICAL,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,AEYE A,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,AGENUS,DEMOTION,small_cap,micro_cap,MSCI_Feb24_MicroPublicList.pdf;MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ALLURION TECHNOLOGIES,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ALTIMMUNE,PROMOTION,micro_cap,small_cap,MSCI_Feb24_MicroPublicList.pdf;MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ALX ONCOLOGY HLDGS,PROMOTION,micro_cap,small_cap,MSCI_Feb24_MicroPublicList.pdf;MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ALZAMEND NEURO,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,AMBRX BIOPHARMA,ADD,none,small_cap,MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,AMERICAN BATTERY TECH,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,AN2 THERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_Feb24_MicroPublicList.pdf;MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,APPLIED DNA SCIENCES,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,APPLIED OPTOELECTRONICS,PROMOTION,micro_cap,small_cap,MSCI_Feb24_MicroPublicList.pdf;MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,APPLOVIN CORP A,DEL,small_cap,none,MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,AQUABOUNTY TECHNOLOGIES,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ARAVIVE,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ASP ISOTOPES,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ATLAS ENERGY SOLUTIONS,ADD,none,small_cap,MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,BEAUTY HEALTH A,DEMOTION,small_cap,micro_cap,MSCI_Feb24_MicroPublicList.pdf;MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,BETTER HOME & FIN HLDG A,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,BIODESIX,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,BIOTRICITY,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,BOXLIGHT A,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,CARGO THERAPEUTICS,ADD,none,small_cap,MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,CHILDREN'S PLACE,DEMOTION,small_cap,micro_cap,MSCI_Feb24_MicroPublicList.pdf;MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,COHERUS BIOSCIENCES,DEMOTION,small_cap,micro_cap,MSCI_Feb24_MicroPublicList.pdf;MSCI_Feb24_SCPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,CRAWFORD & CO A,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,CRAWFORD & CO B,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,DESKTOP METAL A,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ELEVATION ONCOLOGY,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ENGENE HOLDINGS,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ERASCA,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ETERNA THERAPEUTICS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,EYEPOINT PHARMACEUTICALS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,FALCON'S BEYOND GLOBAL,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,FISKER A,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,FITLIFE BRANDS,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,FREYR BATTERY,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,FUSION PHARMACEUTICALS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,GT BIOPHARMA (US),DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,HALLADOR ENERGY CO,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,HAWAIIAN HOLDINGS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,HEPION PHARMACEUTICALS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ICOSAVAX,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,IGM BIOSCIENCES,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,IMMIX BIOPHARMA,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,IMMUNOME,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,KORRO BIO,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,LEXEO THERAPEUTICS,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,LIQUIDIA CORPORATION,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,LONGBOARD PHARMA,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,M-TRON INDUSTRIES,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MACROGENICS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MAGNACHIP SEMICONDUCTOR,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MARINE PRODUCTS CORP,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MARKETWISE A,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MICROVAST HOLDINGS,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MOBILE INFRASTRUCTURE,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MOMENTUS A,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MYMD PHARMACEUTICALS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,MYOMO,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,NIGHTHAWK BIOSCIENCES,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,NUSCALE POWER,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ONTRAK,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,ORGANOVO HOLDINGS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,PLAYSTUDIOS A,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,POLAR POWER,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,RICHTECH ROBOTICS B,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,RUMBLE A,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,SAFETY SHOT,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,SALEM MEDIA GROUP A,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,SAVARA,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,SEZZLE (US),ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,SIENTRA,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,SLEEP NUMBER CORPORATION,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,SR BANCORP,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,TELESIS BIO,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,THIRD HARMONIC BIO,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,TOURMALINE BIO,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,TRAEGER,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,TRINITY PLACE HOLDINGS,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,TYRA BIOSCIENCES,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,UNITED HOMES GROUP,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,VACCINEX,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,VENTYX BIOSCIENCES,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,VENUS CONCEPT,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,VERTEX ENERGY,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,VIEMED HLTHCARE,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,VIEW A,DEL,micro_cap,none,MSCI_Feb24_MicroPublicList.pdf,
2024-02-01,2024-02-12,2024-02-29,USA,WIDEOPENWEST,ADD,none,micro_cap,MSCI_Feb24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,23ANDME HOLDING A,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ACELYRIN,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ADAPTIVE BIOTECHNOLOGIES,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ADC THERAPEUTICS (US),ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ADTRAN HOLDINGS,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ADVERUM BIOTECHNOLOG,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,AEHR TEST SYSTEMS,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,AEROVATE THERAPEUTICS,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,AERSALE CORP,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,AGEAGLE AERIAL SYSTEMS,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ALTI GLOBAL A,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ALTISOURCE ASSET MGMT,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ALTO NEUROSCIENCE,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,AMERICAN HEALTHCARE REIT,ADD,none,small_cap,MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,AMERICAN SOFTWARE A,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,AMYLYX PHARMACEUTICALS,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,AN2 THERAPEUTICS,DEL,small_cap,none,MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ANAVEX LIFE SCIENCES,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,APPLIED DIGITAL,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ARCUTIS BIOTHERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ARES COMMERCIAL REAL EST,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ARRIVENT BIOPHARMA,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ARTESIAN RESOURCES A,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ASTRIA THERAPEUTICS,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ATLANTICUS HOLDINGS,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,BEASLEY BROADCAST GRP A,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,BIGLARI HOLDINGS A,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,BIGLARI HOLDINGS B,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,BILL HOLDINGS,DEMOTION,standard,small_cap,MSCI_May24_SCPublicList.pdf;MSCI_May24_STPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,BORGWARNER,DEMOTION,standard,small_cap,MSCI_May24_SCPublicList.pdf;MSCI_May24_STPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,BRIGHTSPRING HLTH SRVICS,ADD,none,small_cap,MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CAREMAX A,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CARRIAGE SERVICES,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CERVOMED,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CG ONCOLOGY,ADD,none,small_cap,MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CLOVER HEALTH INV A,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,COMMSCOPE HOLDING CO,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CONCRETE PUMPING HLDGS,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CONSENSUS CLOUD SOLUTION,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CORE SCIENTIFIC,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,COYA THERAPEUTICS,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,CRH (US),ADD,none,standard,MSCI_May24_STPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,DARLING INGREDIENTS,DEMOTION,standard,small_cap,MSCI_May24_SCPublicList.pdf;MSCI_May24_STPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,DELCATH SYSTEMS,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,DIANTHUS THERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,DIGITAL TURBINE,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,DMC GLOBAL,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,DOCGO,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,DOMO B,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,DROPBOX A,DEMOTION,standard,small_cap,MSCI_May24_SCPublicList.pdf;MSCI_May24_STPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,EFFECTOR THERAPEUTICS,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,EMCOR GROUP,PROMOTION,small_cap,standard,MSCI_May24_SCPublicList.pdf;MSCI_May24_STPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ENTRAVISION COMMU A,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,ENVOY MEDICAL A,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,EVERQUOTE A,PROMOTION,micro_cap,small_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,FALCON'S BEYOND GLOBAL,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,FARADAY A,DEL,micro_cap,none,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,FATE THERAPEUTICS,PROMOTION,micro_cap,small_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,FIBROBIOLOGICS,ADD,none,micro_cap,MSCI_May24_MicroPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,FLUSHING FINANCIAL CORP,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,FMC CORP,DEMOTION,standard,small_cap,MSCI_May24_SCPublicList.pdf;MSCI_May24_STPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,FORGE GLOBAL HLDGS,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
2024-05-01,2024-05-14,2024-05-31,USA,FORRESTER RESEARCH,DEMOTION,small_cap,micro_cap,MSCI_May24_MicroPublicList.pdf;MSCI_May24_SCPublicList.pdf,
